candidate_rank,package_name,download_count,summary,package_version_at_cutoff,package_build_at_cutoff,package_subdir,artifact_basename,artifact_sha256,repository_url,repository_mapping_source,repository_archived,snapshot_commit,primary_language,languages_json,upstream_project_id,executable_candidate,executable_confidence,interface_status,interface_evidence_json,input_families,output_families,data_requirement,provisionally_eligible,eligible_sequence,first_200_eligible,exclusion_code,review_status,notes
779,fastme,22270,"a comprehensive, accurate and fast distance-based phylogeny inference program.",2.1.6.3,h7b50bb2_1,linux-64,linux-64/fastme-2.1.6.3-h7b50bb2_1.tar.bz2,a99eb1eb5bf1e6db0cab86423c404eb3b0922b6d36b5511ba77597c4e1346761,,,,,,{},,fastme,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:fastme""]",Newick,Newick,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
780,perl-package-stash-xs,22257,faster and more correct implementation of the Package::Stash API,0.29,pl5321h87f3376_1,linux-64,linux-64/perl-package-stash-xs-0.29-pl5321h87f3376_1.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
781,ont-fast5-api,22187,Oxford Nanopore Technologies fast5 API software,4.1.3,pyhdfd78af_0,noarch,noarch/ont-fast5-api-4.1.3-pyhdfd78af_0.tar.bz2,,https://github.com/nanoporetech/ont_fast5_api,anaconda:home,False,bbabb444a80e8dad7996aff47c782e3d45423ff5,Python,"{""Python"": 236086}",nanoporetech.ont_fast5_api,check_compression;compress_fast5;demux_fast5;fast5_subset;multi_to_single_fast5;single_to_multi_fast5,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:check_compression"", ""bioconda-meta.yaml:test.commands:compress_fast5"", ""bioconda-meta.yaml:test.commands:fast5_subset"", ""bioconda-meta.yaml:test.commands:multi_to_single_fast5"", ""bioconda-meta.yaml:test.commands:single_to_multi_fast5"", ""repository:setup.py:declared-executable:check_compression"", ""repository:setup.py:declared-executable:compress_fast5"", ""repository:setup.py:declared-executable:demux_fast5"", ""repository:setup.py:declared-executable:fast5_subset"", ""repository:setup.py:declared-executable:multi_to_single_fast5"", ""repository:setup.py:declared-executable:single_to_multi_fast5""]",UNKNOWN,UNKNOWN,UNKNOWN,True,187,True,,metadata_interface_reviewed,
782,matchms,22121,Python library for fuzzy comparison of mass spectrum data and other Python objects.,0.33.1,pyhdfd78af_0,noarch,noarch/matchms-0.33.1-pyhdfd78af_0.conda,492113a7c401a3cfaf5c7eb130fccba59634a6dcfd8952e2b20d1a7bd4018462,https://github.com/matchms/matchms,anaconda:dev_url,False,066608589587c8d089afd2e8d55ceadb2766ea62,Python,"{""Batchfile"": 795, ""Makefile"": 634, ""Python"": 1032758, ""TeX"": 16152}",matchms.matchms,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,LIBRARY_ONLY,metadata_interface_reviewed,
783,phanotate,22052,Phanotate gene caller for phages,1.6.7,py310h1153794_4,linux-64,linux-64/phanotate-1.6.7-py310h1153794_4.conda,f2afc7211fa816dbe66cc21d6978eb65be0e8c35e6ae7535a8d13567d0ee546a,https://github.com/deprekate/PHANOTATE,anaconda:dev_url,False,8b4e728171adc7d900ccbc59f9606bfd585e138c,Python,"{""Python"": 56101}",deprekate.phanotate,phanotate.py,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:phanotate.py""]",UNKNOWN,UNKNOWN,UNKNOWN,True,188,True,,metadata_interface_reviewed,
784,checkm-genome,22033,"Assess the quality of microbial genomes recovered from isolates, single cells, and metagenomes.",1.2.5,pyhdfd78af_0,noarch,noarch/checkm-genome-1.2.5-pyhdfd78af_0.conda,dc78a33a575bd42fb2e5d6089d449ffb072daeee3d77c92d8c6e35a5df08a215,https://github.com/Ecogenomics/CheckM,anaconda:dev_url,False,acb42ba20b29661054933d0df44a78fd28fd0bcc,Python,"{""Dockerfile"": 445, ""Python"": 1165144}",ecogenomics.checkm,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",FASTA,FASTA,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
785,dysgu,21833,A collection of tools for calling structural variants using short or long reads.,1.8.8,py313h5d164f8_0,linux-64,linux-64/dysgu-1.8.8-py313h5d164f8_0.conda,cb62567eff887940e29b0d3c3f2828f7db1277dc3ec016ae5b95232fa11f90c6,https://github.com/kcleal/dysgu,anaconda:dev_url,False,91432afb7d1c863b96720d4c7f2f067a14fd2105,Cython,"{""C++"": 110773, ""Cython"": 443302, ""Python"": 227588}",kcleal.dysgu,dysgu,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:dysgu"", ""repository:README:documented-command"", ""repository:pyproject.toml:declared-executable:dysgu""]",VCF,VCF,UNKNOWN,True,189,True,,metadata_interface_reviewed,
786,dnachisel,21790,Optimize DNA sequences under constraints.,3.2.16,pyh7e72e81_0,noarch,noarch/dnachisel-3.2.16-pyh7e72e81_0.tar.bz2,73a0671342e3d9c5d42cdd5c776e8bd9b6feb52d9396455da2ab3ae26500e928,https://github.com/Edinburgh-Genome-Foundry/DnaChisel,anaconda:dev_url,False,68c09304341c3656f3dfe63eda37757d6a7b3917,Python,"{""Pug"": 2726, ""Python"": 397328}",edinburgh-genome-foundry.dnachisel,dnachisel,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:dnachisel"", ""repository:README:documented-command"", ""repository:pyproject.toml:declared-executable:dnachisel""]",UNKNOWN,UNKNOWN,UNKNOWN,True,190,True,,metadata_interface_reviewed,
787,perl-test-nowarnings,21732,Make sure you didn't emit any warnings while testing,1.06,pl5321hdfd78af_0,noarch,noarch/perl-test-nowarnings-1.06-pl5321hdfd78af_0.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
788,perl-gdgraph,21726,Produces charts with GD.,1.56,pl5321hdfd78af_0,noarch,noarch/perl-gdgraph-1.56-pl5321hdfd78af_0.tar.bz2,52f2e0bd79b19b736615f95a5c3e51777e9b80a93510109bac888bab3c695a51,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
789,hifiasm,21694,Haplotype-resolved assembler for accurate Hifi reads.,0.25.0,h5ca1c30_0,linux-64,linux-64/hifiasm-0.25.0-h5ca1c30_0.tar.bz2,4aa2e4b2ceedb193b31ae07dc30ea5d166f63b0db20ee64492328c9533bd0dcb,https://github.com/chhylp123/hifiasm,anaconda:dev_url,False,ec9a8b222d149d25b7355e83765698640d59b189,C++,"{""C"": 423705, ""C++"": 6035583, ""Makefile"": 3027, ""Roff"": 12910}",chhylp123.hifiasm,hifiasm,explicit_metadata,confirmed_end_user_cli,"[""repository:README:documented-command""]",UNKNOWN,report/plot,UNKNOWN,True,191,True,,metadata_interface_reviewed,
790,phylophlan,21589,Precise phylogenetic analysis of microbial isolates and genomes from metagenomes,3.2.1,pyhdfd78af_1,noarch,noarch/phylophlan-3.2.1-pyhdfd78af_1.conda,3f58ea8e12801148efced56569c94e9e27629adfab8f83f54be6cae70052e62f,https://github.com/biobakery/phylophlan,anaconda:home,False,b92d107fbc556628ecc4fcbfe5ee12b3c9ac4d56,Python,"{""Perl"": 43894, ""Python"": 343945, ""Shell"": 9456}",biobakery.phylophlan,phylophlan;phylophlan_assign_sgbs;phylophlan_assign_sgbs_legacy;phylophlan_draw_metagenomic;phylophlan_get_reference;phylophlan_patristic_distances;phylophlan_setup_database;phylophlan_strain_finder;phylophlan_write_config_file,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:phylophlan"", ""bioconda-meta.yaml:test.commands:phylophlan_assign_sgbs"", ""bioconda-meta.yaml:test.commands:phylophlan_assign_sgbs_legacy"", ""bioconda-meta.yaml:test.commands:phylophlan_draw_metagenomic"", ""bioconda-meta.yaml:test.commands:phylophlan_get_reference"", ""bioconda-meta.yaml:test.commands:phylophlan_patristic_distances"", ""bioconda-meta.yaml:test.commands:phylophlan_setup_database"", ""bioconda-meta.yaml:test.commands:phylophlan_strain_finder"", ""bioconda-meta.yaml:test.commands:phylophlan_write_config_file"", ""repository:setup.py:declared-executable:phylophlan"", ""repository:setup.py:declared-executable:phylophlan_assign_sgbs"", ""repository:setup.py:declared-executable:phylophlan_assign_sgbs_legacy"", ""repository:setup.py:declared-executable:phylophlan_draw_metagenomic"", ""repository:setup.py:declared-executable:phylophlan_get_reference"", ""repository:setup.py:declared-executable:phylophlan_patristic_distances"", ""repository:setup.py:declared-executable:phylophlan_setup_database"", ""repository:setup.py:declared-executable:phylophlan_strain_finder"", ""repository:setup.py:declared-executable:phylophlan_write_config_file""]",FASTA;Newick,FASTA;Newick,UNKNOWN,True,192,True,,metadata_interface_reviewed,
791,miniasm,21485,Ultrafast de novo assembly for long noisy reads (though having no consensus step),0.3_r179,h7132678_3,linux-64,linux-64/miniasm-0.3_r179-h7132678_3.tar.bz2,,https://github.com/lh3/miniasm,anaconda:home,False,2cd690de1e6af3e0438b7df0a99dd3e3b27ad6f9,TeX,"{""BibTeX Style"": 26224, ""C"": 102075, ""JavaScript"": 19080, ""Makefile"": 1228, ""Perl"": 4063, ""Roff"": 6316, ""Shell"": 7490, ""TeX"": 115754}",lh3.miniasm,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",FASTA,FASTA,UNKNOWN,False,,False,UNSUPPORTED_PRIMARY_LANGUAGE,metadata_interface_reviewed,
792,perl-number-format,21452,Perl extension for formatting numbers,1.76,pl5321hdfd78af_0,noarch,noarch/perl-number-format-1.76-pl5321hdfd78af_0.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
793,perl-readonly,21431,"Facility for creating read-only scalars, arrays, hashes",2.05,pl5321hdfd78af_1,noarch,noarch/perl-readonly-2.05-pl5321hdfd78af_1.tar.bz2,,https://github.com/sanko/readonly,anaconda:home,False,c4f42e666678554331113aba4d68c5d47323ce11,Perl,"{""Perl"": 51572}",sanko.readonly,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,LIBRARY_ONLY,metadata_interface_reviewed,
794,bioconductor-rsubread,21389,"Mapping, quantification and variant analysis of sequencing data",2.24.0,r45h01b2380_0,linux-64,linux-64/bioconductor-rsubread-2.24.0-r45h01b2380_0.conda,add1538af8a675e8905f2e3ab71b6f5f99f25e7b889cad165e210ddc1e6fb765,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",VCF,VCF,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
795,perl-gdtextutil,21378,Text utilities for use with GD,0.86,pl5321h7b50bb2_9,linux-64,linux-64/perl-gdtextutil-0.86-pl5321h7b50bb2_9.tar.bz2,fe484f806efa4ec0be2f683f5f6b07d97d792ad2b024ccdd31c8d9ada83eafb7,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
796,bioconductor-metapod,21281,Meta-Analyses on P-Values of Differential Analyses,1.18.0,r45ha27e39d_0,linux-64,linux-64/bioconductor-metapod-1.18.0-r45ha27e39d_0.conda,6773bdab7ae6d0135a3f3d94ecdd562a4389ff6855420ce794dde3b259e73ca9,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
797,pyjess,21260,"Cython bindings and Python interface to JESS, a 3D template matching software.",0.10.0,py312h247cb63_0,linux-64,linux-64/pyjess-0.10.0-py312h247cb63_0.conda,e50d28b166edd866238e24f11d3e925202dba28d2321a97287751269f64680b2,https://github.com/althonos/pyjess,anaconda:dev_url,False,bf2e805d33b3e692783816a7e35bb926a0cd3722,Cython,"{""C"": 185, ""CMake"": 10964, ""Cython"": 102383, ""Go Template"": 2042, ""Python"": 91485}",althonos.pyjess,pyjess,explicit_metadata,confirmed_end_user_cli,"[""repository:pyproject.toml:declared-executable:pyjess""]",UNKNOWN,UNKNOWN,UNKNOWN,True,193,True,,metadata_interface_reviewed,
798,epimetheus-py,21244,CLI tool for fast lookup in pileup for motif methylation.,0.7.9,py312h46b6c60_0,linux-64,linux-64/epimetheus-py-0.7.9-py312h46b6c60_0.conda,e7c73ea4ec291dd5bf34def0f7e1c21b5a8986e8e9ab3246f7858f27afd6c88d,https://github.com/SebastianDall/epimetheus,anaconda:dev_url,False,91baac28363b0787a944dc00ecd57bf8b29484a8,Rust,"{""Nix"": 2299, ""Python"": 16815, ""Rust"": 305072, ""Shell"": 380}",sebastiandall.epimetheus,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
799,perl-test-warnings,21213,Test for warnings and the lack of them,0.031,pl5321hdfd78af_0,noarch,noarch/perl-test-warnings-0.031-pl5321hdfd78af_0.tar.bz2,,https://github.com/karenetheridge/Test-Warnings,anaconda:home,False,926c2a3853e50784f9c9f93e6a6324d5d9ec4925,Perl,"{""Perl"": 38950}",karenetheridge.test-warnings,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,LIBRARY_ONLY,metadata_interface_reviewed,
