candidate_rank,package_name,download_count,summary,package_version_at_cutoff,package_build_at_cutoff,package_subdir,artifact_basename,artifact_sha256,repository_url,repository_mapping_source,repository_archived,snapshot_commit,primary_language,languages_json,upstream_project_id,executable_candidate,executable_confidence,interface_status,interface_evidence_json,input_families,output_families,data_requirement,provisionally_eligible,eligible_sequence,first_200_eligible,exclusion_code,review_status,notes
75,bioconductor-summarizedexperiment,328476,A container (S4 class) for matrix-like assays,1.40.0,r45hdfd78af_0,noarch,noarch/bioconductor-summarizedexperiment-1.40.0-r45hdfd78af_0.conda,b8ade9f2ab8cc2835357653f5a9bc840323c05f7656659dfb40d20e5623f8ebd,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
76,bioconductor-zlibbioc,328147,An R packaged zlib-1.2.5,1.52.0,r44h3df3fcb_2,linux-64,linux-64/bioconductor-zlibbioc-1.52.0-r44h3df3fcb_2.tar.bz2,9d9c1f20cec2bac9c259b1e7798795e61c92573cfea74b5fda739c37a118cf6a,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
77,pyfaidx,327825,pyfaidx: efficient pythonic random access to fasta subsequences,0.9.0.4,pyhdfd78af_0,noarch,noarch/pyfaidx-0.9.0.4-pyhdfd78af_0.conda,d90a12928b785905f1004579fbc81979458adac45951df32dc1adb9cfe5bff89,https://github.com/mdshw5/pyfaidx,anaconda:dev_url,False,0e824bddd8a5ec306471031fa4bbd7183fe5ed89,Python,"{""Python"": 167623}",mdshw5.pyfaidx,faidx,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:faidx"", ""repository:pyproject.toml:declared-executable:faidx""]",FASTA,FASTA,UNKNOWN,True,31,True,,metadata_interface_reviewed,
78,bioconductor-biostrings,323195,Efficient manipulation of biological strings,2.78.0,r45h01b2380_0,linux-64,linux-64/bioconductor-biostrings-2.78.0-r45h01b2380_0.conda,b812bbafe431822e0900d4f7738274f86dc63fc7e74f2859db7849e7dce457c0,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
79,spades,320961,SPAdes (St. Petersburg genome assembler) is intended for both standard isolates and single-cell MDA bacteria assemblies.,4.3.0,hde4eca7_0,linux-64,linux-64/spades-4.3.0-hde4eca7_0.conda,708d7216ae7f7c6961af81560e27ce63766cb1f16bb9607b78bd8bdfe8f8d96c,https://github.com/ablab/spades,anaconda:dev_url,False,808b87dade1300ecaa712429955ccba7bfb286f4,C++,"{""Batchfile"": 2065, ""C"": 14007932, ""C++"": 69303589, ""CMake"": 429237, ""CSS"": 24680, ""D"": 29543, ""Dockerfile"": 1253, ""HTML"": 24990, ""Java"": 13432, ""JavaScript"": 60342, ""Jupyter Notebook"": 257766, ""Lua"": 47426, ""Makefile"": 67786, ""Perl"": 264262, ""Python"": 1479131, ""R"": 2846, ""Roff"": 83771, ""Shell"": 91560, ""Starlark"": 37655, ""TeX"": 9266, ""VBScript"": 458}",ablab.spades,metaspades.py;plasmidspades.py;rnaspades.py;spades-kmercount;spades.py,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:metaspades.py"", ""bioconda-meta.yaml:test.commands:plasmidspades.py"", ""bioconda-meta.yaml:test.commands:rnaspades.py"", ""bioconda-meta.yaml:test.commands:spades-kmercount"", ""bioconda-meta.yaml:test.commands:spades.py""]",FASTA,FASTA,UNKNOWN,True,32,True,,metadata_interface_reviewed,
80,bioconductor-matrixgenerics,320104,S4 Generic Summary Statistic Functions that Operate on Matrix-Like Objects,1.22.0,r45hdfd78af_1,noarch,noarch/bioconductor-matrixgenerics-1.22.0-r45hdfd78af_1.conda,169809ca754b2c07f7356f1fc4f365b7d5154fd66229543584f69008fa347c5a,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
81,bioconductor-genomeinfodbdata,318789,Species and taxonomy ID look up tables used by GenomeInfoDb,1.2.15,r45hdfd78af_0,noarch,noarch/bioconductor-genomeinfodbdata-1.2.15-r45hdfd78af_0.conda,675aa45b338cb0eaa745edb19ede39f39217f0c28b7040971b8d103cef4275f1,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",FASTA,FASTA,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
82,snakemake-interface-logger-plugins,318254,This package provides a stable interface for interactions between Snakemake and its logger plugins.,2.1.0,pyhdfd78af_0,noarch,noarch/snakemake-interface-logger-plugins-2.1.0-pyhdfd78af_0.conda,1fc3115ce77aee110a7cf7bc6ffb3a4ab82af3173109b0bad6ac9adb00296de7,https://github.com/snakemake/snakemake-interface-logger-plugins,anaconda:home,False,f27aaf181f38c5d79ccf2e5b30308fe630937b6d,Python,"{""Python"": 23237}",snakemake.snakemake-interface-logger-plugins,,none,excluded,"[""upstream-description:workflow-collection""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,WORKFLOW_COLLECTION,metadata_interface_reviewed,
83,slow5tools,315963,Toolkit for S/BLOW5 format.,1.4.0,hee927d3_0,linux-64,linux-64/slow5tools-1.4.0-hee927d3_0.conda,a72bdf905fce4fb9135fea6935b9b9e1eef6cf17eeff8dfd2c742b81b8cd3975,https://github.com/hasindu2008/slow5tools,anaconda:dev_url,False,f73fc6b8f65813b7b1f5d787934d790e5d58b90f,C,"{""C"": 418860, ""C++"": 6060, ""CMake"": 3275, ""Dockerfile"": 316, ""M4"": 3729, ""Makefile"": 6599, ""Python"": 11902, ""Shell"": 258783}",hasindu2008.slow5tools,slow5tools,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:slow5tools"", ""repository:README:documented-command""]",UNKNOWN,UNKNOWN,UNKNOWN,True,33,True,,metadata_interface_reviewed,
84,gmap,309068,Genomic mapping and alignment program for mRNA and EST sequences.,2025.07.31,pl5321hb1d24b7_1,linux-64,linux-64/gmap-2025.07.31-pl5321hb1d24b7_1.conda,63dcf30f0a0fafbcb3599ee360affbc89d5918cc7541f2a1affaaea4699bf8de,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
85,bioconductor-data-packages,308547,A package to enable downloading and installation of Bioconductor data packages,20260207,hdfd78af_0,noarch,noarch/bioconductor-data-packages-20260207-hdfd78af_0.conda,70c26e502544fbef134525ce3afb2b9a633d6783994ec72dc7d20e585e4e719d,,,,,,{},,,none,excluded,"[""upstream-description:data-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
86,k8,308241,Lightweight JavaScript shell based on Google's V8 JavaScript engine,1.2,he8db53b_6,linux-64,linux-64/k8-1.2-he8db53b_6.tar.bz2,35143205ef4684f417f047c649aea110e0ceb1d6891001511dbceb2dea08be3d,https://github.com/attractivechaos/k8,anaconda:dev_url,False,b7b4c99d7958fc54b00d29235e30e498511277fa,JavaScript,"{""C++"": 37647, ""JavaScript"": 53158, ""Makefile"": 839}",attractivechaos.k8,k8,explicit_metadata,confirmed_end_user_cli,"[""repository:README:documented-command""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,UNSUPPORTED_PRIMARY_LANGUAGE,metadata_interface_reviewed,
87,seqkit,300153,A cross-platform and ultrafast toolkit for FASTA/Q file manipulation.,2.13.0,he881be0_0,linux-64,linux-64/seqkit-2.13.0-he881be0_0.conda,538ff4ab33819598e45939fe36ea7f4505afba62e90a7cbd95c6f63493aee6d4,https://github.com/shenwei356/seqkit,anaconda:dev_url,False,a6d2cf6fa591f91996426e4071eb11214a79cbab,Go,"{""Dockerfile"": 1355, ""FLUX"": 3, ""Go"": 586993, ""Perl"": 4005, ""R"": 13084, ""Shell"": 35106}",shenwei356.seqkit,seqkit,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:seqkit"", ""repository:README:documented-command""]",FASTA,FASTA,UNKNOWN,False,,False,UNSUPPORTED_PRIMARY_LANGUAGE,metadata_interface_reviewed,
88,multiqc,297576,Aggregate results from bioinformatics analyses across many samples into a single report.,1.35,pyhdfd78af_1,noarch,noarch/multiqc-1.35-pyhdfd78af_1.conda,e86033aa55a9e915e2d0957e770bdb81e3feb26a227d1adb17f9d6c528da6a71,https://github.com/MultiQC/MultiQC,anaconda:dev_url,False,14f071465794fdfb4392e2038d073a35e8524ad7,JavaScript,"{""CSS"": 27176, ""Dockerfile"": 2379, ""HTML"": 381528, ""JavaScript"": 9058122, ""Nix"": 1509, ""Python"": 4366947, ""SCSS"": 30710, ""Shell"": 626}",multiqc.multiqc,multiqc,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:multiqc"", ""repository:README:documented-command""]",SAM/BAM/CRAM,SAM/BAM/CRAM;report/plot,UNKNOWN,False,,False,UNSUPPORTED_PRIMARY_LANGUAGE,metadata_interface_reviewed,
89,muscle,292218,Multiple sequence and structure alignment with top benchmark scores scalable to thousands of sequences,5.3,h9948957_3,linux-64,linux-64/muscle-5.3-h9948957_3.tar.bz2,e0fb500aef23bb13fcd6b4676c0064a1e3ccc63bf68e375d10f9b1edf9042380,https://github.com/rcedgar/muscle,anaconda:home,False,6c69a9b2c73ce2d48128db889bfc0ef195153f2e,C++,"{""Batchfile"": 244, ""C"": 32281, ""C++"": 1262215, ""Python"": 2713, ""Shell"": 4211}",rcedgar.muscle,muscle,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:muscle""]",UNKNOWN,UNKNOWN,UNKNOWN,True,34,True,,metadata_interface_reviewed,
90,bioconductor-s4arrays,284795,Foundation of array-like containers in Bioconductor,1.10.1,r45h01b2380_0,linux-64,linux-64/bioconductor-s4arrays-1.10.1-r45h01b2380_0.conda,0b8729dc75999ab80ff333242f1052de1642f2f5653d344c06a652143b1326bd,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
91,cooltools,284054,Analysis tools for genomic interaction data stored in .cool format,0.7.1,py312hc9302aa_3,linux-64,linux-64/cooltools-0.7.1-py312hc9302aa_3.tar.bz2,19f4853945183ed667c09890834223f67c9cfa02e4c0f0b653e4666f12e1e32f,https://github.com/mirnylab/cooltools,anaconda:home,False,b1911f75b904d94a3d25a5c7083c543ad245baf0,Jupyter Notebook,"{""Cython"": 12743, ""Jupyter Notebook"": 2500005, ""Makefile"": 638, ""Python"": 681258}",mirnylab.cooltools,cooltools,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:cooltools"", ""repository:README:documented-command"", ""repository:setup.py:declared-executable:cooltools""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,UNSUPPORTED_PRIMARY_LANGUAGE,metadata_interface_reviewed,
92,bioconductor-sparsearray,281461,High-performance sparse data representation and manipulation in R,1.10.8,r45h01b2380_0,linux-64,linux-64/bioconductor-sparsearray-1.10.8-r45h01b2380_0.conda,7f1f2c6012e51daa1d5ea291b7928e396763dd073ebef228f2352118d4287096,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
93,cutadapt,275692,Trim adapters from high-throughput sequencing reads,5.2,py313h8c92656_1,linux-64,linux-64/cutadapt-5.2-py313h8c92656_1.conda,d11d66f8fad6beee28483f62b20e784332fe3561d281ad49e8fcb235d93bc174,https://github.com/marcelm/cutadapt,anaconda:dev_url,False,50e9fb8d35b606196ae88d63252fc35674c0eda1,Python,"{""C"": 4867, ""Cython"": 50586, ""Python"": 447031}",marcelm.cutadapt,cutadapt,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:cutadapt"", ""repository:pyproject.toml:declared-executable:cutadapt""]",FASTQ,FASTQ,UNKNOWN,True,35,True,,metadata_interface_reviewed,
94,sepp,270760,SATe-enabled phylogenetic placement.,4.5.6,py313h106432d_5,noarch,noarch/sepp-4.5.6-py313h106432d_5.conda,6ef0d5fd4b0ee32e5d74fe4201909de600fe920f7be9402453a73aa52febf538,https://github.com/smirarab/sepp,anaconda:dev_url,False,ae9a28d543bf88004a4f859479524e62e3460c67,Python,"{""Dockerfile"": 798, ""Java"": 217588, ""JavaScript"": 1121, ""Python"": 305033, ""Shell"": 4965, ""TeX"": 41274}",smirarab.sepp,config_sepp;config_upp;pplacer;run_sepp.py;run_upp.py;split_sequences.py,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:pplacer"", ""repository:pyproject.toml:declared-executable:config_sepp"", ""repository:pyproject.toml:declared-executable:config_upp"", ""repository:pyproject.toml:declared-executable:run_sepp.py"", ""repository:pyproject.toml:declared-executable:run_upp.py"", ""repository:pyproject.toml:declared-executable:split_sequences.py""]",Newick,Newick,UNKNOWN,True,36,True,,metadata_interface_reviewed,
95,anarci,270640,ANARCI: Antibody Numbering and Antigen Receptor ClassIfication,2024.05.21,pyhdfd78af_0,noarch,noarch/anarci-2024.05.21-pyhdfd78af_0.tar.bz2,481b7d0557b8058cd157cc8f76eb1687558f2f48190a5a5857775b2833720bc2,https://github.com/oxpig/ANARCI,bioconda:source_url,False,79f6c575056dedef86cb8f405ebb039197923eec,Python,"{""Python"": 243792, ""Shell"": 1953}",oxpig.anarci,ANARCI;anarci,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:ANARCI"", ""repository:README:documented-command""]",UNKNOWN,UNKNOWN,UNKNOWN,True,37,True,,metadata_interface_reviewed,
96,bamtools,270507,C++ API & command-line toolkit for working with BAM data.,2.5.3,he132191_0,linux-64,linux-64/bamtools-2.5.3-he132191_0.tar.bz2,18d0c7e69cc6c775184ca7034d8e2f8b6de4a516c3de74792391882ef1bdcd0d,https://github.com/pezmaster31/bamtools,anaconda:dev_url,False,7e5c183cdf37a6ab216402b26c07296807416472,C++,"{""C"": 4488, ""C++"": 985256, ""CMake"": 8705, ""Python"": 18099, ""Shell"": 1407}",pezmaster31.bamtools,bamtools,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:bamtools"", ""repository:README:documented-command""]",SAM/BAM/CRAM,SAM/BAM/CRAM,UNKNOWN,True,38,True,,metadata_interface_reviewed,
97,sra-tools,264933,The SRA Toolkit and SDK from NCBI.,3.4.1,2_linux_64,linux-64,linux-64/sra-tools-3.4.1-2_linux_64.conda,ce6cd07843cf4f04b55fbf4a61ca69592c7bf43948ec6ef67835007a5bcbb560,https://github.com/ncbi/sra-tools,anaconda:dev_url,False,434ae787c86e32e7faa5e80417a342c365fa03b0,C,"{""Batchfile"": 4450, ""C"": 24053258, ""C++"": 11827105, ""CMake"": 339296, ""Dockerfile"": 512, ""Java"": 375563, ""Lex"": 14082, ""Makefile"": 182000, ""Meson"": 693, ""Perl"": 609586, ""Python"": 477741, ""QuakeC"": 6318, ""Raku"": 8427, ""Shell"": 223999, ""Yacc"": 28405}",ncbi.sra-tools,fasterq-dump;fastq-dump;prefetch;vdb-config,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:fasterq-dump"", ""bioconda-meta.yaml:test.commands:fastq-dump"", ""bioconda-meta.yaml:test.commands:prefetch"", ""bioconda-meta.yaml:test.commands:vdb-config""]",UNKNOWN,UNKNOWN,UNKNOWN,True,39,True,,metadata_interface_reviewed,
98,perl-xml-libxml,260781,Interface to Gnome libxml2 xml parsing and DOM library,2.0210,pl5321hd2ab53c_1,linux-64,linux-64/perl-xml-libxml-2.0210-pl5321hd2ab53c_1.tar.bz2,a5df2e96e06be90a3fce5de7b6b1fae3d38d481bdb4deef1bc1984ed069ecb79,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
99,fastp,259346,A ultra-fast FASTQ preprocessor with full features (QC/adapters/trimming/filtering/splitting...).,1.3.6,h43da1c4_0,linux-64,linux-64/fastp-1.3.6-h43da1c4_0.conda,f82bb110034f139095659eec09771f20772f5f63aa3b28af4697b9ddca831117,https://github.com/OpenGene/fastp,anaconda:dev_url,False,23d6211d4f05d61f561899f1b7702435a4b5d408,C++,"{""C"": 2038, ""C++"": 424974, ""Makefile"": 2706, ""Python"": 26866, ""Shell"": 8211}",opengene.fastp,fastp,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:fastp"", ""repository:README:documented-command""]",FASTQ,FASTQ,UNKNOWN,True,40,True,,metadata_interface_reviewed,
100,metaphlan,258559,Metagenomic Phylogenetic Analysis.,4.2.4,pyhdfd78af_0,noarch,noarch/metaphlan-4.2.4-pyhdfd78af_0.conda,7d20b1a54509a13cede84b8e47315b1d0e13d4d4faa77286e88890d146fd752b,https://github.com/biobakery/metaphlan,anaconda:dev_url,False,7bf3637c02a5e11b0361f6825efa40e4f03f246d,Python,"{""CSS"": 1335, ""HTML"": 10103, ""Python"": 518379, ""R"": 28523, ""TeX"": 3454}",biobakery.metaphlan,add_metadata_tree.py;bowtie2-align-s;create_toy_database.py;extract_markers.py;fix_relab_mpa4.py;merge_metaphlan_tables.py;merge_vsc_tables.py;metaphlan;metaphlan2krona.py;plot_tree_graphlan.py;read_fastx.py;run_treeshrink.py;sample2markers.py;sgb_to_gtdb_profile.py;strain_transmission.py;strainphlan;treeshrink.py,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:add_metadata_tree.py"", ""bioconda-meta.yaml:test.commands:bowtie2-align-s"", ""bioconda-meta.yaml:test.commands:extract_markers.py"", ""bioconda-meta.yaml:test.commands:merge_metaphlan_tables.py"", ""bioconda-meta.yaml:test.commands:metaphlan2krona.py"", ""bioconda-meta.yaml:test.commands:plot_tree_graphlan.py"", ""bioconda-meta.yaml:test.commands:read_fastx.py"", ""bioconda-meta.yaml:test.commands:run_treeshrink.py"", ""bioconda-meta.yaml:test.commands:sample2markers.py"", ""bioconda-meta.yaml:test.commands:sgb_to_gtdb_profile.py"", ""bioconda-meta.yaml:test.commands:strain_transmission.py"", ""bioconda-meta.yaml:test.commands:strainphlan"", ""bioconda-meta.yaml:test.commands:treeshrink.py"", ""repository:setup.py:declared-executable:add_metadata_tree.py"", ""repository:setup.py:declared-executable:create_toy_database.py"", ""repository:setup.py:declared-executable:extract_markers.py"", ""repository:setup.py:declared-executable:fix_relab_mpa4.py"", ""repository:setup.py:declared-executable:merge_metaphlan_tables.py"", ""repository:setup.py:declared-executable:merge_vsc_tables.py"", ""repository:setup.py:declared-executable:metaphlan"", ""repository:setup.py:declared-executable:metaphlan2krona.py"", ""repository:setup.py:declared-executable:plot_tree_graphlan.py"", ""repository:setup.py:declared-executable:read_fastx.py"", ""repository:setup.py:declared-executable:run_treeshrink.py"", ""repository:setup.py:declared-executable:sample2markers.py"", ""repository:setup.py:declared-executable:sgb_to_gtdb_profile.py"", ""repository:setup.py:declared-executable:strain_transmission.py"", ""repository:setup.py:declared-executable:strainphlan"", ""repository:setup.py:declared-executable:treeshrink.py""]",Newick,Newick,UNKNOWN,True,41,True,,metadata_interface_reviewed,
101,dnaio,253968,Read and write FASTA and FASTQ files efficiently,1.2.3,py313h031d066_0,linux-64,linux-64/dnaio-1.2.3-py313h031d066_0.tar.bz2,7715fb901659a50caa4d6711d4c7c7a164fcf73fac3b74fbdb8a62c8dfa8f1d3,https://github.com/marcelm/dnaio,anaconda:home,False,5668d6666e722e3f5d0066007c3d4368b2d319b0,Python,"{""C"": 8546, ""Cython"": 40694, ""Python"": 123362}",marcelm.dnaio,dnaio,explicit_metadata,confirmed_end_user_cli,"[""repository:README:documented-command""]",FASTQ;FASTA,FASTQ;FASTA,UNKNOWN,True,42,True,,metadata_interface_reviewed,
102,gatk4,244815,Genome Analysis Toolkit (GATK4),4.6.2.0,py310hdfd78af_1,noarch,noarch/gatk4-4.6.2.0-py310hdfd78af_1.conda,6489c50a4726c3a4b32ccbb19d7668d22ee7fa60317d13a56312e24be97bb829,https://github.com/broadinstitute/gatk,anaconda:dev_url,False,f0941754d12d5ed3e91eba449753fb0ad3b54bba,Java,"{""CSS"": 2963, ""Dockerfile"": 7416, ""FreeMarker"": 70594, ""HTML"": 20805, ""Java"": 25334517, ""JavaScript"": 14233, ""Python"": 568634, ""R"": 39426, ""Roff"": 266, ""Shell"": 257326, ""WDL"": 547133}",broadinstitute.gatk,gatk;gatk4,explicit_metadata,confirmed_end_user_cli,"[""bioconda-meta.yaml:test.commands:gatk"", ""repository:README:documented-command""]",FASTA,FASTA,UNKNOWN,True,43,True,,metadata_interface_reviewed,
103,snakemake-interface-scheduler-plugins,235591,This package provides a stable interface for interactions between Snakemake and its scheduler plugins.,2.0.2,pyhd4c3c12_0,noarch,noarch/snakemake-interface-scheduler-plugins-2.0.2-pyhd4c3c12_0.conda,d5234883768d5876707df6897151a100581293336a599195ead32894bea4fa2f,https://github.com/snakemake/snakemake-interface-scheduler-plugins,anaconda:home,False,c5fd4f49fb6fdcf484b9150a672700c93530b56a,Python,"{""Python"": 15064}",snakemake.snakemake-interface-scheduler-plugins,,none,excluded,"[""upstream-description:workflow-collection""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,WORKFLOW_COLLECTION,metadata_interface_reviewed,
104,gatk4-spark,235259,Genome Analysis Toolkit (GATK4),4.6.2.0,hdfd78af_1,noarch,noarch/gatk4-spark-4.6.2.0-hdfd78af_1.conda,cd192963371be52e723b73e09faa5c8d7f13348850b64848d30632eee35c5da5,https://github.com/broadinstitute/gatk,anaconda:dev_url,False,f0941754d12d5ed3e91eba449753fb0ad3b54bba,Java,"{""CSS"": 2963, ""Dockerfile"": 7416, ""FreeMarker"": 70594, ""HTML"": 20805, ""Java"": 25334517, ""JavaScript"": 14233, ""Python"": 568634, ""R"": 39426, ""Roff"": 266, ""Shell"": 257326, ""WDL"": 547133}",broadinstitute.gatk,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",FASTA,FASTA,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
105,bioconductor-rsamtools,234290,"Binary alignment (BAM), FASTA, variant call (BCF), and tabix file import",2.26.0,r45ha27e39d_0,linux-64,linux-64/bioconductor-rsamtools-2.26.0-r45ha27e39d_0.conda,0a3c5d96dcc52d9f986ad07e32ae2be8b7b11fdecac0b62e69b1fcb3519e7b0f,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",FASTA;SAM/BAM/CRAM;VCF,FASTA;SAM/BAM/CRAM;VCF,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
106,bioconductor-rhtslib,231662,HTSlib high-throughput sequencing library as an R package,3.6.0,r45h01b2380_0,linux-64,linux-64/bioconductor-rhtslib-3.6.0-r45h01b2380_0.conda,445053c31623ac1a86b903d768fdad86817cd1a7a4e43597348b1708ea3025d2,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
107,rpsbproc,231598,"RpsbProc, the post-RPSBLAST Processing Utility.",0.5.1,hd6d6fdc_0,linux-64,linux-64/rpsbproc-0.5.1-hd6d6fdc_0.conda,1e4350a07f118267653267f46bbcb10956ee2b48d1f8fd70ce1d81226ffa9eaa,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
108,perl-exporter,229459,,5.72,pl5321hdfd78af_2,noarch,noarch/perl-exporter-5.72-pl5321hdfd78af_2.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
109,ucsc-wigtobigwig,228459,"Convert ascii format wig file (in fixedStep, variableStep).",482,hdc0a859_1,linux-64,linux-64/ucsc-wigtobigwig-482-hdc0a859_1.tar.bz2,87b61463fe7ce57502c9b01e0635981f9a3d1c4220ebaaa3efbc5eba78cfa9f7,https://github.com/ucscGenomeBrowser/kent,anaconda:dev_url,False,43697ed2271f7819ef6d6f1947c0b404a508539a,C,"{""ActionScript"": 26888, ""AngelScript"": 749839, ""AppleScript"": 2107, ""Awk"": 42558, ""BitBake"": 1207, ""C"": 43842354, ""C++"": 119752, ""CAP CDS"": 3329, ""CSS"": 368782, ""Dockerfile"": 2417, ""Gherkin"": 64, ""Gnuplot"": 278017, ""HTML"": 26897488, ""Java"": 174889, ""JavaScript"": 3494851, ""Jupyter Notebook"": 9410, ""Logos"": 220, ""Lua"": 21602, ""Makefile"": 1102488, ""PHP"": 190460, ""Pascal"": 256, ""Pep8"": 1734, ""Perl"": 4259789, ""PostScript"": 225917, ""Python"": 5080150, ""R"": 20261, ""Raku"": 20302, ""RenderScript"": 6487, ""Roff"": 435, ""Ruby"": 145197, ""Shell"": 28000239, ""TSQL"": 25995, ""Tcl"": 35359, ""VBScript"": 1579, ""Yacc"": 5972, ""q"": 120, ""sed"": 9929}",ucscgenomebrowser.kent,,none,excluded,"[""repository-metadata:no-end-user-cli-found""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,NO_END_USER_CLI,metadata_interface_reviewed,
110,perl-carp,226599,,1.38,pl5321hdfd78af_4,noarch,noarch/perl-carp-1.38-pl5321hdfd78af_4.tar.bz2,,,,,,,{},,,none,excluded,"[""upstream-description:library-only""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
111,bioconductor-genomicalignments,226432,Representation and manipulation of short genomic alignments,1.46.0,r45h01b2380_0,linux-64,linux-64/bioconductor-genomicalignments-1.46.0-r45h01b2380_0.conda,45c541fa9b9059e4059361e16729b89c82cf27af2364c40aa136e59ac3fd6f59,,,,,,{},,,none,unknown,"[""repository-metadata:tree-unavailable""]",UNKNOWN,UNKNOWN,UNKNOWN,False,,False,SNAPSHOT_UNRESOLVED,metadata_interface_reviewed,
112,dendropy,225400,"A Python library for phylogenetics and phylogenetic computing: reading, writing, simulation, processing and manipulation of phylogenetic trees (phylogenies) and characters.",5.0.8,pyhdfd78af_1,noarch,noarch/dendropy-5.0.8-pyhdfd78af_1.tar.bz2,102790b465893f5a5c4c3fa045f677e23f990ecc6d1b61d240153c3569a5b99f,https://github.com/jeetsukumaran/DendroPy,anaconda:dev_url,False,75bc2aea3450ef48a7aba5017551318f6586b0f6,Python,"{""Perl"": 540706, ""Python"": 3255363, ""R"": 120, ""Shell"": 1022, ""TeX"": 27113}",jeetsukumaran.dendropy,dendropy-format;sumlabels;sumlabels.py;sumtrees;sumtrees.py,explicit_metadata,confirmed_end_user_cli,"[""repository:setup.py:declared-executable:dendropy-format"", ""repository:setup.py:declared-executable:sumlabels"", ""repository:setup.py:declared-executable:sumlabels.py"", ""repository:setup.py:declared-executable:sumtrees"", ""repository:setup.py:declared-executable:sumtrees.py""]",Newick,Newick,UNKNOWN,True,44,True,,metadata_interface_reviewed,
